rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,9,1.489,96.45,95.55,97.18,0.002934,0.006281,1.314,design_sample_2875_var_L0_ipc_r09.npz
2,1,1.489,96.25,95.32,97.0,0.002961,0.00628,1.314,design_sample_2875_var_L0_ipc_r01.npz
3,3,1.49,96.25,95.32,97.0,0.002974,0.006281,1.314,design_sample_2875_var_L0_ipc_r03.npz
4,2,1.491,96.15,95.21,96.91,0.002981,0.006281,1.314,design_sample_2875_var_L0_ipc_r02.npz
5,4,1.489,96.05,95.1,96.82,0.002952,0.00628,1.314,design_sample_2875_var_L0_ipc_r04.npz
6,8,1.49,95.95,94.99,96.73,0.002949,0.006279,1.314,design_sample_2875_var_L0_ipc_r08.npz
7,10,1.49,95.7,94.72,96.5,0.00296,0.006281,1.314,design_sample_2875_var_L0_ipc_r10.npz
8,7,1.49,95.6,94.61,96.41,0.002952,0.006281,1.314,design_sample_2875_var_L0_ipc_r07.npz
9,0,1.49,95.55,94.56,96.37,0.002949,0.006281,1.314,design_sample_2875_var_L0_ipc_r00.npz
10,5,3.425,0.0,0.0,0.19,0.001133,0.082229,1.472,design_sample_2875_var_L0_ipc_r05.npz
11,6,3.375,0.0,0.0,0.19,0.001205,0.082563,1.23,design_sample_2875_var_L0_ipc_r06.npz
12,11,3.404,0.0,0.0,0.19,0.001161,0.082191,1.343,design_sample_2875_var_L0_ipc_r11.npz
