rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,3.223,62.4,60.26,64.5,0.009429,0.019864,3.955,design_sample_441_wc_L1_ipc_r00.npz
2,1,4.605,56.65,54.47,58.81,0.006884,0.07429,2.836,design_sample_441_wc_L1_ipc_r01.npz
3,8,2.828,51.0,48.81,53.19,0.006548,0.019787,3.409,design_sample_441_wc_L1_ipc_r08.npz
4,4,3.15,43.9,41.74,46.08,0.009339,0.020923,3.687,design_sample_441_wc_L1_ipc_r04.npz
5,9,2.859,43.15,40.99,45.33,0.00808,0.020911,2.583,design_sample_441_wc_L1_ipc_r09.npz
6,11,2.822,42.45,40.3,44.63,0.007331,0.021884,3.202,design_sample_441_wc_L1_ipc_r11.npz
7,5,2.67,36.25,34.17,38.38,0.006024,0.025515,3.798,design_sample_441_wc_L1_ipc_r05.npz
8,7,2.679,29.1,27.15,31.13,0.006133,0.01809,2.823,design_sample_441_wc_L1_ipc_r07.npz
9,10,2.874,28.3,26.37,30.31,0.010733,0.018117,2.381,design_sample_441_wc_L1_ipc_r10.npz
10,2,2.511,24.85,23.01,26.79,0.006865,0.025196,4.219,design_sample_441_wc_L1_ipc_r02.npz
11,3,2.496,24.2,22.37,26.13,0.008738,0.019376,3.606,design_sample_441_wc_L1_ipc_r03.npz
12,6,2.392,1.9,1.39,2.6,0.007982,0.053073,2.369,design_sample_441_wc_L1_ipc_r06.npz
