rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,0.983,100.0,99.81,100.0,0.01111,0.016679,1.01,design_sample_2702_wc_L1_ipc_r00.npz
2,1,0.981,100.0,99.81,100.0,0.011102,0.016683,1.009,design_sample_2702_wc_L1_ipc_r01.npz
3,2,0.979,100.0,99.81,100.0,0.011128,0.016679,1.011,design_sample_2702_wc_L1_ipc_r02.npz
4,3,1.206,100.0,99.81,100.0,0.010262,0.018263,1.566,design_sample_2702_wc_L1_ipc_r03.npz
5,4,0.982,100.0,99.81,100.0,0.011092,0.016682,1.01,design_sample_2702_wc_L1_ipc_r04.npz
6,5,1.483,100.0,99.81,100.0,0.008947,0.017194,1.259,design_sample_2702_wc_L1_ipc_r05.npz
7,6,1.341,100.0,99.81,100.0,0.00971,0.01697,0.74,design_sample_2702_wc_L1_ipc_r06.npz
8,7,0.981,100.0,99.81,100.0,0.011119,0.016674,1.012,design_sample_2702_wc_L1_ipc_r07.npz
9,8,0.973,100.0,99.81,100.0,0.011172,0.016679,1.014,design_sample_2702_wc_L1_ipc_r08.npz
10,9,1.64,100.0,99.81,100.0,0.007265,0.019705,1.101,design_sample_2702_wc_L1_ipc_r09.npz
11,10,1.23,100.0,99.81,100.0,0.011716,0.017287,0.797,design_sample_2702_wc_L1_ipc_r10.npz
12,11,0.984,100.0,99.81,100.0,0.011102,0.016671,1.009,design_sample_2702_wc_L1_ipc_r11.npz
