rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,4,1.093,37.15,35.06,39.29,0.006955,0.013999,0.582,design_sample_2803_var_L0_ipc_r04.npz
2,1,1.092,36.95,34.86,39.09,0.006966,0.013982,0.593,design_sample_2803_var_L0_ipc_r01.npz
3,7,1.092,36.55,34.47,38.68,0.006977,0.013982,0.593,design_sample_2803_var_L0_ipc_r07.npz
4,0,1.092,35.75,33.68,37.88,0.006968,0.013981,0.593,design_sample_2803_var_L0_ipc_r00.npz
5,5,1.107,33.75,31.71,35.85,0.006716,0.014292,0.447,design_sample_2803_var_L0_ipc_r05.npz
6,2,1.108,33.5,31.46,35.6,0.00652,0.01442,0.477,design_sample_2803_var_L0_ipc_r02.npz
7,3,1.105,33.45,31.42,35.55,0.006594,0.014392,0.469,design_sample_2803_var_L0_ipc_r03.npz
8,8,1.103,32.15,30.14,34.23,0.006618,0.014355,0.466,design_sample_2803_var_L0_ipc_r08.npz
9,9,1.108,30.65,28.67,32.71,0.006404,0.014528,0.509,design_sample_2803_var_L0_ipc_r09.npz
10,11,1.114,30.6,28.62,32.66,0.006318,0.014568,0.522,design_sample_2803_var_L0_ipc_r11.npz
11,10,1.117,27.3,25.39,29.29,0.006302,0.014574,0.526,design_sample_2803_var_L0_ipc_r10.npz
12,6,1.129,24.95,23.1,26.89,0.006021,0.0147,0.671,design_sample_2803_var_L0_ipc_r06.npz
