rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,3.494,57.05,54.87,59.2,0.005624,0.058628,3.151,design_sample_3124_wc_L1_ipc_r00.npz
2,1,3.554,45.45,43.28,47.64,0.004627,0.069734,3.256,design_sample_3124_wc_L1_ipc_r01.npz
3,4,3.32,38.85,36.74,41.01,0.005218,0.038963,4.907,design_sample_3124_wc_L1_ipc_r04.npz
4,3,1.981,13.7,12.26,15.28,0.003727,0.034457,4.633,design_sample_3124_wc_L1_ipc_r03.npz
5,7,3.01,1.6,1.14,2.25,0.004218,0.027537,2.954,design_sample_3124_wc_L1_ipc_r07.npz
6,2,1.918,0.0,0.0,0.19,0.003498,0.022025,2.247,design_sample_3124_wc_L1_ipc_r02.npz
7,5,2.751,0.0,0.0,0.19,0.002416,0.03024,4.09,design_sample_3124_wc_L1_ipc_r05.npz
8,6,2.886,0.0,0.0,0.19,0.003095,0.048533,2.453,design_sample_3124_wc_L1_ipc_r06.npz
9,8,2.083,0.0,0.0,0.19,0.00295,0.026131,3.785,design_sample_3124_wc_L1_ipc_r08.npz
10,9,2.101,0.0,0.0,0.19,0.002731,0.022006,2.931,design_sample_3124_wc_L1_ipc_r09.npz
11,10,2.349,0.0,0.0,0.19,0.003234,0.031158,3.835,design_sample_3124_wc_L1_ipc_r10.npz
12,11,1.887,0.0,0.0,0.19,0.002982,0.022788,2.599,design_sample_3124_wc_L1_ipc_r11.npz
