rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,0.865,0.0,0.0,0.19,0.016568,0.009093,1.369,design_sample_695_var_L0_ipc_r00.npz
2,1,0.865,0.0,0.0,0.19,0.016557,0.009087,1.369,design_sample_695_var_L0_ipc_r01.npz
3,2,0.865,0.0,0.0,0.19,0.01655,0.009092,1.369,design_sample_695_var_L0_ipc_r02.npz
4,3,0.866,0.0,0.0,0.19,0.016561,0.009093,1.369,design_sample_695_var_L0_ipc_r03.npz
5,4,0.865,0.0,0.0,0.19,0.016563,0.00909,1.369,design_sample_695_var_L0_ipc_r04.npz
6,5,0.942,0.0,0.0,0.19,0.0135,0.009562,1.45,design_sample_695_var_L0_ipc_r05.npz
7,6,3.242,0.0,0.0,0.19,0.015778,0.093612,1.373,design_sample_695_var_L0_ipc_r06.npz
8,7,0.865,0.0,0.0,0.19,0.01659,0.009088,1.368,design_sample_695_var_L0_ipc_r07.npz
9,8,0.866,0.0,0.0,0.19,0.01658,0.009091,1.367,design_sample_695_var_L0_ipc_r08.npz
10,9,0.865,0.0,0.0,0.19,0.016549,0.009095,1.369,design_sample_695_var_L0_ipc_r09.npz
11,10,0.866,0.0,0.0,0.19,0.01656,0.009091,1.368,design_sample_695_var_L0_ipc_r10.npz
12,11,0.865,0.0,0.0,0.19,0.016553,0.009091,1.367,design_sample_695_var_L0_ipc_r11.npz
