rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,11,1.822,98.15,97.46,98.65,0.005747,0.011472,1.319,design_sample_5372_wc_L1_ipc_r11.npz
2,10,1.577,98.05,97.35,98.57,0.005474,0.008079,0.884,design_sample_5372_wc_L1_ipc_r10.npz
3,2,1.271,96.15,95.21,96.91,0.005031,0.006446,0.694,design_sample_5372_wc_L1_ipc_r02.npz
4,8,1.184,96.05,95.1,96.82,0.004864,0.006276,0.619,design_sample_5372_wc_L1_ipc_r08.npz
5,6,1.99,96.0,95.05,96.77,0.004756,0.02894,2.326,design_sample_5372_wc_L1_ipc_r06.npz
6,3,1.155,95.75,94.77,96.55,0.00472,0.006195,0.584,design_sample_5372_wc_L1_ipc_r03.npz
7,4,1.038,93.45,92.28,94.45,0.004305,0.00582,0.412,design_sample_5372_wc_L1_ipc_r04.npz
8,7,1.039,93.35,92.17,94.36,0.004306,0.00582,0.412,design_sample_5372_wc_L1_ipc_r07.npz
9,9,1.333,93.3,92.12,94.31,0.004843,0.009723,1.194,design_sample_5372_wc_L1_ipc_r09.npz
10,1,1.04,93.25,92.07,94.27,0.004335,0.00582,0.412,design_sample_5372_wc_L1_ipc_r01.npz
11,0,1.04,92.45,91.21,93.53,0.004304,0.00582,0.412,design_sample_5372_wc_L1_ipc_r00.npz
12,5,1.254,90.7,89.35,91.9,0.004477,0.016568,1.184,design_sample_5372_wc_L1_ipc_r05.npz
