rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,3,0.531,13.2,11.79,14.75,0.003496,0.011038,1.274,design_sample_1260_var_L0_ipc_r03.npz
2,5,0.531,12.85,11.45,14.39,0.003493,0.01104,1.274,design_sample_1260_var_L0_ipc_r05.npz
3,11,0.531,12.75,11.36,14.28,0.0035,0.011038,1.274,design_sample_1260_var_L0_ipc_r11.npz
4,8,0.531,11.65,10.32,13.13,0.003479,0.011037,1.274,design_sample_1260_var_L0_ipc_r08.npz
5,0,0.534,11.25,9.94,12.71,0.003562,0.011009,1.31,design_sample_1260_var_L0_ipc_r00.npz
6,7,0.531,11.0,9.7,12.45,0.003477,0.011038,1.275,design_sample_1260_var_L0_ipc_r07.npz
7,4,0.532,10.95,9.66,12.39,0.003536,0.011018,1.295,design_sample_1260_var_L0_ipc_r04.npz
8,2,0.531,10.85,9.56,12.29,0.003498,0.011039,1.274,design_sample_1260_var_L0_ipc_r02.npz
9,6,0.531,10.75,9.47,12.18,0.003483,0.011038,1.274,design_sample_1260_var_L0_ipc_r06.npz
10,9,0.531,10.45,9.18,11.87,0.003495,0.011039,1.274,design_sample_1260_var_L0_ipc_r09.npz
11,1,0.538,9.65,8.43,11.02,0.003684,0.010973,1.366,design_sample_1260_var_L0_ipc_r01.npz
12,10,0.53,9.55,8.34,10.92,0.003484,0.011039,1.274,design_sample_1260_var_L0_ipc_r10.npz
