rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,3,2.037,99.85,99.56,99.95,0.038416,0.100118,1.39,design_sample_3192_var_L0_ipc_r03.npz
2,6,1.881,96.85,95.99,97.53,0.039265,0.028035,1.262,design_sample_3192_var_L0_ipc_r06.npz
3,11,1.596,92.15,90.89,93.25,0.040523,0.021123,1.349,design_sample_3192_var_L0_ipc_r11.npz
4,4,1.596,92.05,90.78,93.16,0.04049,0.021123,1.349,design_sample_3192_var_L0_ipc_r04.npz
5,9,1.595,91.85,90.57,92.97,0.040591,0.021119,1.349,design_sample_3192_var_L0_ipc_r09.npz
6,5,1.5,91.7,90.41,92.83,0.041212,0.026532,1.337,design_sample_3192_var_L0_ipc_r05.npz
7,2,1.595,91.55,90.25,92.69,0.040529,0.021127,1.349,design_sample_3192_var_L0_ipc_r02.npz
8,7,1.597,91.3,89.98,92.46,0.040487,0.02112,1.349,design_sample_3192_var_L0_ipc_r07.npz
9,0,1.595,91.25,89.93,92.41,0.040476,0.021122,1.349,design_sample_3192_var_L0_ipc_r00.npz
10,8,1.595,90.9,89.56,92.08,0.040538,0.021126,1.349,design_sample_3192_var_L0_ipc_r08.npz
11,10,1.595,90.45,89.08,91.66,0.040511,0.021124,1.349,design_sample_3192_var_L0_ipc_r10.npz
12,1,1.848,70.3,68.26,72.26,0.040226,0.064897,1.283,design_sample_3192_var_L0_ipc_r01.npz
