rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,4,2.368,76.05,74.13,77.87,0.046154,0.129226,1.711,design_sample_2757_wc_L1_ipc_r04.npz
2,0,2.356,72.0,69.99,73.92,0.04392,0.127185,1.802,design_sample_2757_wc_L1_ipc_r00.npz
3,1,2.167,62.9,60.76,64.99,0.044096,0.131591,1.158,design_sample_2757_wc_L1_ipc_r01.npz
4,7,2.053,60.65,58.49,62.77,0.041857,0.135263,1.413,design_sample_2757_wc_L1_ipc_r07.npz
5,8,2.909,50.45,48.26,52.64,0.060286,0.140525,1.818,design_sample_2757_wc_L1_ipc_r08.npz
6,5,2.276,47.65,45.47,49.84,0.064547,0.123143,1.818,design_sample_2757_wc_L1_ipc_r05.npz
7,2,2.661,44.65,42.48,46.84,0.064495,0.067217,1.821,design_sample_2757_wc_L1_ipc_r02.npz
8,11,2.946,44.3,42.14,46.49,0.061826,0.06745,1.973,design_sample_2757_wc_L1_ipc_r11.npz
9,3,2.739,43.45,41.29,45.63,0.057412,0.097089,1.979,design_sample_2757_wc_L1_ipc_r03.npz
10,6,3.28,40.7,38.57,42.87,0.049981,0.081119,2.025,design_sample_2757_wc_L1_ipc_r06.npz
11,10,2.89,37.15,35.06,39.29,0.062826,0.065449,1.949,design_sample_2757_wc_L1_ipc_r10.npz
12,9,2.66,32.3,30.29,34.38,0.061231,0.070346,1.586,design_sample_2757_wc_L1_ipc_r09.npz
