rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,2,2.526,100.0,99.81,100.0,0.032293,0.013424,0.863,design_sample_4243_wc_L1_ipc_r02.npz
2,6,2.572,100.0,99.81,100.0,0.035126,0.013486,1.292,design_sample_4243_wc_L1_ipc_r06.npz
3,11,2.538,100.0,99.81,100.0,0.033237,0.014977,1.171,design_sample_4243_wc_L1_ipc_r11.npz
4,1,1.59,99.95,99.72,99.99,0.019946,0.06314,1.943,design_sample_4243_wc_L1_ipc_r01.npz
5,5,1.714,99.85,99.56,99.95,0.030599,0.017887,1.97,design_sample_4243_wc_L1_ipc_r05.npz
6,10,2.509,99.85,99.56,99.95,0.032766,0.01395,0.765,design_sample_4243_wc_L1_ipc_r10.npz
7,8,2.505,99.75,99.42,99.89,0.029455,0.014621,0.818,design_sample_4243_wc_L1_ipc_r08.npz
8,4,2.278,99.0,98.46,99.35,0.030448,0.013671,0.863,design_sample_4243_wc_L1_ipc_r04.npz
9,0,2.279,98.8,98.22,99.19,0.030495,0.013669,0.863,design_sample_4243_wc_L1_ipc_r00.npz
10,9,3.221,98.15,97.46,98.65,0.028163,0.112123,1.476,design_sample_4243_wc_L1_ipc_r09.npz
11,7,1.753,93.15,91.96,94.18,0.02775,0.016492,1.109,design_sample_4243_wc_L1_ipc_r07.npz
12,3,1.854,91.2,89.88,92.36,0.02647,0.016237,1.454,design_sample_4243_wc_L1_ipc_r03.npz
