rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,3.189,0.0,0.0,0.19,0.016451,0.018105,1.184,design_sample_10151_var_L0_ipc_r00.npz
2,1,3.189,0.0,0.0,0.19,0.016483,0.018109,1.185,design_sample_10151_var_L0_ipc_r01.npz
3,2,3.19,0.0,0.0,0.19,0.016458,0.018108,1.183,design_sample_10151_var_L0_ipc_r02.npz
4,3,3.189,0.0,0.0,0.19,0.016463,0.018109,1.184,design_sample_10151_var_L0_ipc_r03.npz
5,4,3.189,0.0,0.0,0.19,0.016454,0.018107,1.184,design_sample_10151_var_L0_ipc_r04.npz
6,5,3.189,0.0,0.0,0.19,0.01649,0.018112,1.18,design_sample_10151_var_L0_ipc_r05.npz
7,6,3.189,0.0,0.0,0.19,0.016453,0.018102,1.19,design_sample_10151_var_L0_ipc_r06.npz
8,7,3.189,0.0,0.0,0.19,0.01647,0.018107,1.182,design_sample_10151_var_L0_ipc_r07.npz
9,8,3.19,0.0,0.0,0.19,0.016453,0.018107,1.183,design_sample_10151_var_L0_ipc_r08.npz
10,9,3.189,0.0,0.0,0.19,0.016473,0.018111,1.183,design_sample_10151_var_L0_ipc_r09.npz
11,10,3.19,0.0,0.0,0.19,0.016452,0.018109,1.183,design_sample_10151_var_L0_ipc_r10.npz
12,11,3.19,0.0,0.0,0.19,0.01646,0.01811,1.183,design_sample_10151_var_L0_ipc_r11.npz
