rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,5,1.359,0.2,0.08,0.51,0.005093,0.021572,0.987,design_sample_9166_var_L0_ipc_r05.npz
2,4,1.359,0.15,0.05,0.44,0.005073,0.021581,0.987,design_sample_9166_var_L0_ipc_r04.npz
3,3,1.359,0.1,0.03,0.36,0.005066,0.021587,0.986,design_sample_9166_var_L0_ipc_r03.npz
4,8,1.359,0.1,0.03,0.36,0.005074,0.021577,0.987,design_sample_9166_var_L0_ipc_r08.npz
5,9,1.359,0.1,0.03,0.36,0.005083,0.021578,0.987,design_sample_9166_var_L0_ipc_r09.npz
6,1,1.359,0.05,0.01,0.28,0.005072,0.021579,0.987,design_sample_9166_var_L0_ipc_r01.npz
7,0,1.359,0.0,0.0,0.19,0.005075,0.02158,0.987,design_sample_9166_var_L0_ipc_r00.npz
8,2,1.359,0.0,0.0,0.19,0.00506,0.021585,0.986,design_sample_9166_var_L0_ipc_r02.npz
9,6,1.359,0.0,0.0,0.19,0.005047,0.021585,0.985,design_sample_9166_var_L0_ipc_r06.npz
10,7,1.358,0.0,0.0,0.19,0.005066,0.021581,0.987,design_sample_9166_var_L0_ipc_r07.npz
11,10,1.359,0.0,0.0,0.19,0.00507,0.021579,0.987,design_sample_9166_var_L0_ipc_r10.npz
12,11,1.359,0.0,0.0,0.19,0.005067,0.021572,0.988,design_sample_9166_var_L0_ipc_r11.npz
