rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,0.634,100.0,99.81,100.0,0.002151,0.001779,1.521,design_sample_10342_var_L0_ipc_r00.npz
2,1,0.548,100.0,99.81,100.0,0.001997,0.001912,1.519,design_sample_10342_var_L0_ipc_r01.npz
3,2,0.641,100.0,99.81,100.0,0.002171,0.001779,1.522,design_sample_10342_var_L0_ipc_r02.npz
4,3,0.639,100.0,99.81,100.0,0.002147,0.001781,1.522,design_sample_10342_var_L0_ipc_r03.npz
5,4,0.641,100.0,99.81,100.0,0.002144,0.001778,1.522,design_sample_10342_var_L0_ipc_r04.npz
6,5,0.67,100.0,99.81,100.0,0.002213,0.001822,1.532,design_sample_10342_var_L0_ipc_r05.npz
7,6,0.786,100.0,99.81,100.0,0.002274,0.001792,1.532,design_sample_10342_var_L0_ipc_r06.npz
8,7,0.632,100.0,99.81,100.0,0.002174,0.001789,1.522,design_sample_10342_var_L0_ipc_r07.npz
9,8,0.639,100.0,99.81,100.0,0.002149,0.00178,1.522,design_sample_10342_var_L0_ipc_r08.npz
10,9,0.641,100.0,99.81,100.0,0.002166,0.001771,1.521,design_sample_10342_var_L0_ipc_r09.npz
11,10,0.638,100.0,99.81,100.0,0.002157,0.00178,1.522,design_sample_10342_var_L0_ipc_r10.npz
12,11,0.644,100.0,99.81,100.0,0.002148,0.001774,1.522,design_sample_10342_var_L0_ipc_r11.npz
