rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,1.483,0.0,0.0,0.19,0.001353,0.008942,1.26,design_sample_9321_var_L0_ipc_r00.npz
2,1,1.482,0.0,0.0,0.19,0.00136,0.008942,1.261,design_sample_9321_var_L0_ipc_r01.npz
3,2,1.483,0.0,0.0,0.19,0.001356,0.008942,1.261,design_sample_9321_var_L0_ipc_r02.npz
4,3,1.214,0.0,0.0,0.19,0.001813,0.01472,1.239,design_sample_9321_var_L0_ipc_r03.npz
5,4,1.482,0.0,0.0,0.19,0.001359,0.008942,1.261,design_sample_9321_var_L0_ipc_r04.npz
6,5,2.412,0.0,0.0,0.19,0.000859,0.022706,2.237,design_sample_9321_var_L0_ipc_r05.npz
7,6,2.305,0.0,0.0,0.19,0.001032,0.021709,1.425,design_sample_9321_var_L0_ipc_r06.npz
8,7,1.483,0.0,0.0,0.19,0.00136,0.008942,1.26,design_sample_9321_var_L0_ipc_r07.npz
9,8,1.483,0.0,0.0,0.19,0.001355,0.008943,1.261,design_sample_9321_var_L0_ipc_r08.npz
10,9,1.483,0.0,0.0,0.19,0.001358,0.008943,1.261,design_sample_9321_var_L0_ipc_r09.npz
11,10,1.783,0.0,0.0,0.19,0.001202,0.011016,1.23,design_sample_9321_var_L0_ipc_r10.npz
12,11,1.483,0.0,0.0,0.19,0.001354,0.008943,1.261,design_sample_9321_var_L0_ipc_r11.npz
